,loss,accuracy
0,6.4858717918396,0.10303451865911484
1,6.053101539611816,0.10346350818872452
2,5.897192001342773,0.10633543133735657
3,5.787140369415283,0.13003773987293243
4,5.677923202514648,0.14217787981033325
5,5.5347723960876465,0.16440312564373016
6,5.409223556518555,0.18012160062789917
7,5.299916744232178,0.1891072690486908
8,5.201781272888184,0.1963564157485962
9,5.115684986114502,0.20319455862045288
10,5.040961265563965,0.20868664979934692
11,4.976169586181641,0.2130407691001892
12,4.9205217361450195,0.2167552411556244
13,4.870767116546631,0.21961432695388794
14,4.825883865356445,0.22291523218154907
15,4.78376579284668,0.22516292333602905
16,4.7444634437561035,0.2267247587442398
17,4.707465171813965,0.22919593751430511
18,4.673529148101807,0.2309221774339676
19,4.6419878005981445,0.23325207829475403
20,4.612249851226807,0.2349911481142044
21,4.583467483520508,0.2369408756494522
22,4.555704593658447,0.23898562788963318
23,4.529659748077393,0.24034196138381958
24,4.504031658172607,0.24210157990455627
25,4.479623794555664,0.24395625293254852
26,4.456046104431152,0.245343416929245
27,4.435177326202393,0.24730853736400604
28,4.412896633148193,0.24902963638305664
29,4.391867160797119,0.25050926208496094
30,4.372440338134766,0.2523459494113922
31,4.3538994789123535,0.25359952449798584
32,4.33586311340332,0.2550945580005646
33,4.317744255065918,0.25677457451820374
34,4.3000898361206055,0.2577635645866394
35,4.283938407897949,0.25961822271347046
36,4.268860816955566,0.2604607939720154
37,4.2526726722717285,0.26227691769599915
38,4.2383832931518555,0.26325565576553345
39,4.224014759063721,0.26495876908302307
40,4.2105183601379395,0.26566261053085327
41,4.195305347442627,0.2672167420387268
42,4.182712078094482,0.26785892248153687
43,4.1714863777160645,0.26890185475349426
44,4.157572269439697,0.2704559862613678
45,4.144693851470947,0.2717198431491852
46,4.132997512817383,0.27244165539741516
47,4.120976448059082,0.27347174286842346
48,4.110355854034424,0.27443504333496094
49,4.100534915924072,0.27572715282440186
